Categoria;Bairro;Dormitórios;Vagas;Suítes;Tamanho;Preço;Condomínio;IPTU
Sala Comercial;Sé;0;0;0;49;960;7512;1668
Flat Residencial;Morumbi;3;0;0;105;3960;876;2508
Flat Residencial;Higienópolis;4;1;1;303;6000;3696;696
Flat Residencial;Perdizes;2;0;0;80;2160;480;0
Flat Residencial;Vila Madalena;2;1;1;85;3600;12528;2856
Flat Residencial;Jardim Europa;3;1;0;85;4200;1248;2988
Flat Residencial;Jaguaré;2;1;2;68;2400;828;0
Flat Residencial;Vila Mariana;2;1;1;95;3000;1296;2244
Estabelecimento Comercial;Vila Mariana;0;0;0;224;26400;;11892
Flat Residencial;Morumbi;3;2;1;135;6600;27768;9468
Flat Residencial;Morumbi;4;2;1;108;3240;1920;1608
Flat Residencial;Jardins;4;2;2;355;25200;2856;630
Residência em Condomínio;Morumbi;6;3;3;526;14400;2160;1320
Flat Residencial;Jardim Guedala;4;2;1;191;7200;2568;540
Sala Comercial;Liberdade;0;12;0;645;36000;17760;0
Flat Residencial;Vila Mariana;3;1;0;80;1920;9288;0
Flat Residencial;Vila Mariana;2;1;0;62;1680;1008;60
Flat Residencial;Jardim Europa;2;2;1;170;10200;3000;600
Flat Residencial;Jardim Paulista;1;0;0;53;2040;588;0
Flat Residencial;Jardins;3;1;2;90;5400;1440;0
Flat Residencial;Morumbi;3;2;1;109;4200;16668;0
Sala Comercial;Sé;0;0;0;35;840;7716;1128
Flat Residencial;Perdizes;3;2;1;190;4320;18576;0
Flat Residencial;Morumbi;3;2;1;125;4440;2040;480
Flat Residencial;Morumbi;2;1;1;71;2640;12876;0
Sala Comercial;Sé;0;0;0;160;6510;35016;0
Sala Comercial;Sé;0;0;0;335;21600;3792;5388
Flat Residencial;Higienópolis;4;1;4;245;10800;3000;0
Flat Residencial;Higienópolis;1;0;0;36;1440;480;0
Flat Residencial;Jardins;3;1;1;185;44400;;0
Sala Comercial;Perdizes;0;0;0;130;7188;3000;564
Flat Residencial;Paraíso;3;1;1;135;4800;13536;3864
Flat Residencial;Alto de Pinheiros;1;0;0;50;3600;8916;684
Apart-Hotel;Morumbi;1;1;0;53;2640;1200;240
Sala Comercial;Sé;0;0;0;47;2160;13248;1848
Estabelecimento Comercial;Interlagos;0;1;0;51;1440;6252;126
Sala Comercial;Sé;0;0;0;55;2400;4188;1584
Flat Residencial;Interlagos;2;1;1;133;3360;1020;3252
Sala Comercial;Sé;0;0;0;23;600;480;240
Flat Residencial;Vila Ede;2;1;0;65;900;300;0
Flat Residencial;Higienópolis;3;1;0;91;2640;1632;2112
Flat Residencial;Santana;2;1;1;74;1560;8232;624
Flat Residencial;Paraíso;3;1;1;270;7080;1560;8784
Sala Comercial;Grajaú;0;0;0;27;1080;360;0
Estabelecimento Comercial;Sé;0;0;0;244;26400;1716;1644
Estabelecimento Comercial;Interlagos;0;1;0;145;9600;2400;10476
Flat Residencial;Interlagos;3;2;1;80;2640;900;210
Flat Residencial;Morumbi;3;2;1;134;5040;1962;474
Flat Residencial;Jaguaré;3;1;2;103;4200;720;0
Flat Residencial;Interlagos;2;1;1;106;3000;792;0
Sala Comercial;Perdizes;0;0;0;32;1200;492;1476
Sala Comercial;Morumbi;0;2;0;49;14388;840;0
Flat Residencial;Jardim Bonfiglioli;3;2;1;255;3240;1116;0
Sala Comercial;Sé;0;0;0;375;18000;8178;20196
Flat Residencial;Vila Mariana;3;1;1;120;4800;10032;1344
Edifício Completo;São Miguel Paulista;0;3;0;499;18000;;9000
Flat Residencial;Butantã;2;1;0;65;1380;768;0
Residência em Condomínio;Vila Ede;2;1;0;86;1200;108;3024
Flat Residencial;Vila Mariana;3;2;1;125;3480;22068;426
Flat Residencial;Jardins;4;2;2;215;18000;5520;960
Sala Comercial;Luz;0;5;0;1405;672372;;0
Flat Residencial;Morumbi;2;1;1;83;3000;1320;120
Flat Residencial;Paraíso;2;0;0;59;3240;804;0
Sala Comercial;Morumbi;0;4;0;355;16800;4800;1200
Sala Comercial;Sé;0;0;0;35;1200;720;120
Estabelecimento Comercial;Paraíso;0;0;0;30;3600;240;0
Flat Residencial;Jardim Europa;4;0;1;175;9000;2748;60468
Flat Residencial;Vila Madalena;4;3;1;245;9000;3240;960
Flat Residencial;Higienópolis;3;0;0;175;4800;2280;282
Sala Comercial;Santana;0;1;0;56;2520;1620;1524
Kitnet;Higienópolis;1;0;0;35;2400;492;36
Residência em Condomínio;Parelheiros;3;3;3;536;12000;18744;480
Flat Residencial;Morumbi;4;3;2;172;4440;2280;6576
Flat Residencial;Jardins;3;2;1;162;14400;3960;8292
Flat Residencial;Vila Mariana;4;0;1;169;6000;24516;4764
Flat Residencial;Paraíso;1;0;0;43;1440;606;66
Flat Residencial;Interlagos;3;2;3;203;1800;18852;480
Sala Comercial;Sé;0;0;0;93;3600;11484;5988
Sala Comercial;Sé;0;0;0;40;1800;1140;96
Flat Residencial;Interlagos;3;1;1;107;2400;720;300
Sala Comercial;Morumbi;0;2;0;105;5400;1080;240
Flat Residencial;Vila Mariana;2;1;1;103;3360;2160;2604
Sala Comercial;Interlagos;0;1;0;35;1020;540;0
Flat Residencial;Jardim Europa;4;3;1;264;21600;4200;78564
Flat Residencial;Vila Mariana;3;2;1;195;5400;2220;480
Sobrado Pequeno;Vila Santa Catarina;1;0;0;55;744;;0
Flat Residencial;Jardins;2;0;0;65;3600;660;96
Flat Residencial;Paraíso;3;1;1;115;4200;15276;2484
Sala Comercial;Liberdade;0;1;0;36;1320;618;0
Flat Residencial;Morumbi;4;3;2;272;11400;30348;678
Flat Residencial;Perdizes;2;0;0;65;1800;360;30
Sala Comercial;Sé;0;0;0;40;840;3576;936
Flat Residencial;Morumbi;4;2;2;119;2400;14088;156
Flat Residencial;Alto de Pinheiros;2;0;0;67;2760;11988;1572
Estabelecimento Comercial;Perdizes;0;0;0;875;19080;;840
Flat Residencial;Jardins;1;0;0;55;3000;720;180
Flat Residencial;Jardins;2;2;0;215;12600;2256;948
Estabelecimento Comercial;Higienópolis;0;0;0;27;3000;;2772
Flat Residencial;Vila Mariana;3;1;1;135;3120;1440;120
Flat Residencial;Morumbi;3;2;0;94;2580;1440;2628
Flat Residencial;Vila Madalena;3;0;0;95;3240;438;12
Sala Comercial;Santana;0;0;0;35;1440;900;42
Sala Comercial;Sé;0;0;0;64;2160;1116;360
Estúdio Amplo;Paraíso;1;0;0;24;960;4152;348
Residência em Condomínio;Interlagos;4;4;3;273;9000;780;654
Flat Residencial;Alto de Pinheiros;3;0;0;132;3600;1620;216
Flat Residencial;Morumbi;2;1;1;74;3360;1620;4176
Flat Residencial;Morumbi;1;2;0;63;2160;960;2484
Sala Comercial;Morumbi;0;3;0;107;7200;4032;11844
Sala Comercial;Morumbi;0;1;0;30;1200;9528;1344
Flat Residencial;Jardim Europa;1;1;1;100;6000;3456;4212
Sala Comercial;Higienópolis;0;0;0;40;1320;9288;2052
Flat Residencial;Vila Mariana;3;1;0;123;5400;17856;2328
Kitnet;Vila Madalena;0;0;0;25;840;318;18
Flat Residencial;Interlagos;3;2;2;115;3240;1560;300
Flat Residencial;Jardim Europa;3;2;2;185;20400;2880;960
Sala Comercial;Sé;0;0;0;405;8400;3960;1140
Estabelecimento Comercial;Sé;0;0;0;169;7200;600;48
Flat Residencial;Jardins;2;1;0;90;4800;1440;0
Flat Residencial;Interlagos;2;1;1;77;2040;960;150
Flat Residencial;Higienópolis;4;2;1;200;6000;2160;420
Sala Comercial;São Miguel Paulista;0;1;0;40;3000;4896;888
Flat Residencial;Jardim Europa;1;1;0;60;5400;2400;0
Sala Comercial;Morumbi;0;0;0;58;720;1812;3144
Residência em Condomínio;Jardim Guedala;6;10;6;1505;30000;9960;4380
Flat Residencial;Jaguaré;3;2;1;130;3600;1200;300
Flat Residencial;Jardim Guedala;2;1;2;90;5100;1800;180
Flat Residencial;Higienópolis;3;0;0;97;5040;864;0
Sala Comercial;Morumbi;0;1;0;35;1800;1212;198
Sala Comercial;Sé;0;0;0;34;1020;636;204
Flat Residencial;Perdizes;2;0;0;75;2100;492;768
Flat Residencial;Jardim Paulista;3;1;0;125;6600;660;234
Flat Residencial;Jardins;3;1;1;165;8400;27096;4716
Flat Residencial;Morumbi;4;1;2;355;8400;1380;900
Flat Residencial;Grajaú;2;1;0;48;1080;264;0
Flat Residencial;Higienópolis;2;1;0;105;4800;420;1524
Sala Comercial;Sé;0;1;0;115;4356;1704;4200
Residência em Condomínio;Morumbi;4;4;4;355;8400;900;0
Sala Comercial;Higienópolis;0;0;0;37;1320;6408;0
Residência;Santana;3;0;0;103;2640;;216
Flat Residencial;Vila Madalena;2;0;0;70;1200;504;144
Residência em Condomínio;Morumbi;5;4;5;770;16680;3000;3600
Flat Residencial;Morumbi;3;1;1;95;3900;1980;216
Flat Residencial;Higienópolis;2;1;0;85;3840;924;0
Estabelecimento Comercial;Butantã;0;0;0;50;3000;420;0
Estabelecimento Comercial;Sé;0;0;0;488;348408;6600;26748
Residência em Condomínio;Interlagos;4;2;4;330;9600;1020;600
Edifício Completo;Vila Mariana;0;3;0;422;26400;;0
Sala Comercial;Jaguaré;0;0;0;28;1080;816;672
Flat Residencial;Santana;2;0;0;57;1320;156;0
Sala Comercial;Sé;0;0;0;475;21600;8160;0
Flat Residencial;Jardim Santa Terezinha;3;1;1;95;1440;300;0
Flat Residencial;Higienópolis;2;0;1;172;9600;3342;41172
Sala Comercial;Morumbi;0;1;0;30;960;756;672
Flat Residencial;Vila Mariana;2;0;1;79;1800;10188;1092
Flat Residencial;Bela Vista;3;1;1;84;2880;1314;0
Flat Residencial;Morumbi;4;0;3;305;21600;38556;0
Flat Residencial;Interlagos;2;1;1;72;2220;936;1440
Flat Residencial;Interlagos;2;1;1;81;1920;6708;162
Flat Residencial;Jardim Europa;2;2;1;90;3960;23376;0
Residência;Grajaú;5;4;1;305;12000;;0
Flat Residencial;Alto da Lapa;2;0;0;63;900;7656;324
Sala Comercial;Santana;0;1;0;31;600;9924;636
Flat Residencial;Higienópolis;1;0;0;47;2160;450;264
Estabelecimento Comercial;Jardim Santa Terezinha;0;0;0;75;1440;;3132
Residência em Condomínio;Morumbi;3;4;1;355;10200;14064;8652
Kitnet;Sé;1;0;0;33;1140;420;0
Estabelecimento Comercial;Morumbi;0;1;0;41;7590;1536;234
Flat Residencial;Butantã;2;1;0;60;1020;660;24
Sala Comercial;Sé;0;2;0;61;2400;1440;4176
Flat Residencial;Higienópolis;1;0;0;40;1440;5016;30
Sala Comercial;Higienópolis;0;0;0;60;1800;1920;360
Sala Comercial;Grajaú;0;0;0;45;1560;414;0
Flat Residencial;Jardim Europa;3;1;1;99;13200;2280;0
Flat Residencial;Higienópolis;4;2;0;205;7440;1602;5604
Sala Comercial;Morumbi;0;1;0;35;2040;;0
Flat Residencial;Morumbi;2;1;1;75;4080;912;156
Sala Comercial;Sé;0;0;0;94;4800;31704;0
Flat Residencial;Jardins;1;0;0;52;3000;726;1032
Flat Residencial;Jardim Europa;4;2;1;180;13200;3360;0
Flat Residencial;Água Rasa;1;0;1;64;1500;654;588
Sala Comercial;Morumbi;0;1;0;25;780;5256;0
Sala Comercial;Morumbi;0;1;0;27;480;9492;1932
Sala Comercial;Morumbi;0;1;0;41;1320;1548;0
Flat Residencial;Perdizes;3;1;1;95;3600;1080;0
Flat Residencial;Higienópolis;4;1;4;435;16800;3660;420
Flat Residencial;Santa Cecília;3;0;0;110;2280;8124;0
Flat Residencial;Jardim Europa;2;1;0;70;3000;744;1404
Flat Residencial;Higienópolis;3;0;1;78;2760;14256;1572
Flat Residencial;Vila Madalena;4;4;3;271;21600;4800;1800
Sala Comercial;Morumbi;0;1;0;37;1200;11748;234
Sala Comercial;Higienópolis;0;0;0;57;1200;480;108
Estabelecimento Comercial;Higienópolis;0;0;0;37;1200;600;3576
Flat Residencial;Jardim Bonfiglioli;2;1;0;83;1800;9624;48
Sala Comercial;Vila Formosa;1;0;0;26;900;;0
Flat Residencial;Bela Vista;2;1;1;81;1920;840;30
Flat Residencial;Vila Madalena;3;4;3;270;22800;4764;17004
Residência em Condomínio;Grajaú;2;1;0;95;720;360;0
Sala Comercial;Sé;0;0;0;73;2616;2316;0
Sala Comercial;Morumbi;0;1;0;56;2040;13908;5628
Sala Comercial;Sé;0;0;0;37;720;540;0
Estabelecimento Comercial;Luz;0;0;0;235;4800;;4512
Kitnet;Higienópolis;1;0;0;33;1320;696;30
Sala Comercial;Sé;0;0;0;63;1620;10176;150
Flat Residencial;Butantã;2;1;1;65;10392;696;156
Sala Comercial;Vila Mariana;0;1;0;65;5400;2040;14400
Flat Residencial;Jardins;2;1;0;86;3720;1284;3576
Flat Residencial;Higienópolis;1;0;0;55;2400;7404;0
Flat Residencial;Paraíso;2;1;0;90;3600;972;144
Flat Residencial;Jardim Ângela;2;1;2;73;1920;876;96
Flat Residencial;Perdizes;2;1;0;75;2400;792;102
Sala Comercial;Morumbi;0;0;0;32;1440;1200;1920
Flat Residencial;Morumbi;3;2;1;135;4320;19164;360
Flat Residencial;Higienópolis;2;0;1;75;2640;780;84
Flat Residencial;Morumbi;2;1;1;57;1560;900;1224
Flat Residencial;Luz;2;0;0;40;1020;108;0
Flat Residencial;Jardim Paulista;2;0;0;111;3240;1068;186
Flat Residencial;Vila Esperança;2;1;0;58;1020;384;30
Flat Residencial;Perdizes;2;0;0;70;2880;6072;0
Estabelecimento Comercial;Morumbi;0;1;0;105;2400;2712;63852
Flat Residencial;Butantã;3;1;0;65;1320;5292;414
Flat Residencial;Jardim Paulista;3;0;1;123;2520;19524;2436
Flat Residencial;Jardins;4;2;1;205;15600;3720;7596
Edifício Completo;Sé;0;10;0;848;30000;;480
Sala Comercial;Vila Madalena;0;1;0;32;4320;1764;324
Residência;Morumbi;5;3;0;255;14400;;660
Flat Residencial;São Miguel Paulista;2;1;0;96;1680;540;0
Flat Residencial;Higienópolis;4;2;2;315;14400;4560;0
Flat Residencial;Jardins;2;1;0;75;4680;918;90
Flat Residencial;Vila Mariana;1;1;0;71;1200;900;24
Flat Residencial;Vila Mariana;2;1;1;95;6000;2520;252
Sobrado Pequeno;Barra Funda;1;0;0;30;1080;;0
Flat Residencial;Jardim Europa;3;2;1;205;9600;3960;10068
Sala Comercial;Morumbi;0;4;0;355;22800;7236;4776
Flat Residencial;Paraíso;5;2;4;435;14400;5040;2160
Flat Residencial;Vila Mariana;2;1;1;70;1800;6348;0
Flat Residencial;Pacaembu;4;3;2;210;21000;29556;10308
Flat Residencial;Interlagos;2;1;1;95;1440;12708;0
Kitnet;Cambuci;1;0;0;34;1020;4368;348
Flat Residencial;Sé;1;0;0;38;1020;4104;252
Flat Residencial;Jardim Paulista;3;3;0;155;4440;1080;420
Flat Residencial;Interlagos;4;3;3;365;3600;2046;9156
Armazém Industrial;Vila Rica;0;4;0;255;4800;;0
Sala Comercial;Sé;0;0;0;11;30816;;0
Residência em Condomínio;Morumbi;5;3;4;355;14400;1020;0
Flat Residencial;Morumbi;4;2;1;153;3000;2280;2856
Residência;Interlagos;7;6;4;592;9600;;0
Estabelecimento Comercial;Tucuruvi;0;0;0;255;6000;;12552
Armazém Industrial;Parelheiros;0;5;0;2551;14400;;3600
Flat Residencial;Perdizes;2;1;0;78;2160;858;0
Flat Residencial;Interlagos;2;2;1;105;2520;684;0
Sala Comercial;Santana;0;1;0;34;1440;960;102
Flat Residencial;Interlagos;2;1;1;71;2340;948;1296
Flat Residencial;Jardim Paulista;4;2;1;205;18000;4440;7488
Flat Residencial;Interlagos;2;1;1;75;1800;1140;138
Flat Residencial;Perdizes;1;0;0;55;1680;;0
Flat Residencial;Morumbi;4;3;3;255;11988;1056;3000
Residência;Grajaú;2;2;0;65;1200;;0
Flat Residencial;Grajaú;2;1;0;53;840;360;0
Estabelecimento Comercial;Vila Guilherme;0;1;0;175;4200;;1224
Flat Residencial;Higienópolis;1;0;0;35;1560;732;72
Armazém Industrial;Brás;0;6;0;1705;18000;;30000
Flat Residencial;Vila Mariana;2;0;0;70;2268;708;912
Flat Residencial;Vila Mariana;1;0;1;57;2400;540;0
Flat Residencial;Interlagos;2;2;1;75;1800;13428;180
Flat Residencial;Jardins;1;0;0;45;3000;6612;312
Sala Comercial;Sé;0;0;0;601;45600;18000;0
Estabelecimento Comercial;Perdizes;0;0;0;25;1440;204;96
Edifício Completo;Vila Mariana;0;2;0;1205;96000;;0
Sala Comercial;Higienópolis;0;0;0;114;3540;1020;780
Estabelecimento Comercial;Morumbi;0;0;0;125;11880;1974;1614
Sala Comercial;Morumbi;0;1;0;72;4200;1920;4800
Flat Residencial;Jardim Europa;2;1;2;155;9600;13632;6228
Flat Residencial;Brás;1;0;0;65;1260;;0
Flat Residencial;Morumbi;4;3;2;425;9600;3240;0
Edifício Completo;Brás;0;0;0;946;21600;;3120
Sala Comercial;Sé;0;0;0;286;10200;57756;13944
Flat Residencial;Morumbi;3;1;1;170;4800;2460;576
Flat Residencial;Jardins;3;2;1;235;12000;4200;1680
Sala Comercial;Sé;0;39;0;3427;225852;795816;114156
Sala Comercial;Interlagos;0;1;0;33;1080;552;12
Flat Residencial;Higienópolis;1;0;0;33;1140;7764;672
Armazém Industrial;Interlagos;0;0;0;225;3600;;0
Flat Residencial;Interlagos;2;1;1;68;1920;906;1212
Estabelecimento Comercial;Jaguaré;0;1;0;38;4800;15252;7068
Flat Residencial;Jardim Europa;3;1;1;110;6000;2100;348
Sala Comercial;Sé;0;1;0;396;30498;145452;15852
Sala Comercial;Morumbi;0;2;0;53;2640;1320;2688
Sala Comercial;Morumbi;0;99;0;4146;496920;;0
Flat Residencial;Vila Matilde;1;0;0;45;1080;;0
Sala Comercial;Morumbi;0;8;0;261;17700;12120;0
Flat Residencial;Jardim Europa;4;2;1;175;7800;5160;816
Flat Residencial;Barra Funda;1;0;0;50;1620;4788;24
Flat Residencial;Morumbi;4;3;4;319;12000;41412;10008
Flat Residencial;Higienópolis;3;0;1;102;3960;8484;10596
Flat Residencial;Perdizes;1;0;0;55;1800;456;0
Sala Comercial;Sé;0;0;0;200;8400;3240;12024
Ponto Comercial;Morumbi;0;1;0;37;3600;1680;834
Flat Residencial;Jardim Europa;1;1;0;60;5100;1920;0
Flat Residencial;Higienópolis;3;1;0;140;4020;1380;4044
Flat Residencial;Morumbi;4;4;4;575;179988;8400;6000
Flat Residencial;Higienópolis;2;1;0;65;3000;954;132
Flat Residencial;Alto de Pinheiros;2;2;1;186;9600;2160;8088
Sala Comercial;Jardins;0;4;0;328;34800;9708;533832
Sala Comercial;Perdizes;0;1;0;33;1140;600;0
Imóvel Comercial;Vila Madalena;0;1;0;505;31200;;3060
Sala Comercial;Sé;0;0;0;21;106968;;0
Sala Comercial;Sé;0;0;0;55;1140;480;240
Flat Residencial;Santana;2;0;0;58;1068;336;0
Sala Comercial;Butantã;0;2;0;49;2160;960;0
Armazém Industrial;Brás;0;0;0;2605;30000;;2880
Flat Residencial;Vila Matilde;2;0;0;75;1560;;0
Apart-Hotel;Jardins;2;1;0;77;5400;2460;432
Sala Comercial;Interlagos;0;2;0;55;1800;540;0
Flat Residencial;Vila Mariana;2;0;0;85;1680;5976;24
Flat Residencial;Morumbi;4;2;2;151;5880;2400;4200
Flat Residencial;Morumbi;2;1;0;65;1800;846;120
Flat Residencial;Jardins;2;0;1;80;6240;5712;144
Armazém Industrial;Vila Formosa;0;0;0;5405;42000;;1920
Flat Residencial;Jaguaré;2;1;0;59;960;360;0
Flat Residencial;Paraíso;2;0;0;88;2760;792;0
Flat Residencial;Morumbi;4;2;1;305;8400;3840;1320
Sala Comercial;Sé;0;0;0;100;4800;2496;7512
Sala Comercial;Morumbi;0;2;0;75;3600;1362;3228
Flat Residencial;Jardins;3;3;2;275;21600;2640;9996
Flat Residencial;Higienópolis;1;0;1;45;2640;804;984
Flat Residencial;Sé;2;1;0;69;2160;4476;732
Flat Residencial;Perdizes;3;2;1;141;4080;1560;3024
Flat Residencial;Água Rasa;3;0;0;115;2160;744;150
Flat Residencial;Jardim Paulista;4;2;1;332;9000;2160;77328
Flat Residencial;Jardim Ângela;3;0;1;84;1920;600;1080
Flat Residencial;Higienópolis;3;0;0;115;3960;10968;0
Residência em Condomínio;Jardim Europa;4;3;4;605;18000;3900;2760
Flat Residencial;Morumbi;2;1;1;79;3240;2124;3024
Edifício Completo;Vila Mariana;0;0;0;870;72000;;67332
Flat Residencial;Higienópolis;1;0;0;32;1680;540;0
Estabelecimento Comercial;Morumbi;0;1;0;51;2400;;2676
Flat Residencial;Morumbi;2;2;2;205;108108;2040;636
Sala Comercial;Sé;0;0;0;259;11880;9960;17052
Residência;Vila Leopoldina;1;0;0;40;1200;;0
Flat Residencial;Jardim Europa;5;1;2;405;15000;5280;810
Sala Comercial;Morumbi;0;1;0;45;1020;1080;156
Kitnet;Higienópolis;0;0;0;41;120;;0
Sala Comercial;Sé;0;0;0;15;85776;;0
Flat Residencial;Perdizes;3;0;1;123;3000;1008;0
Edifício Completo;São Miguel Paulista;0;4;0;1220;27600;;3120
Flat Residencial;Morumbi;4;2;1;110;3360;1260;2640
Sala Comercial;Interlagos;0;1;0;40;1680;576;2832
Flat Residencial;Jardim Europa;4;2;2;212;18600;4320;8112
Estabelecimento Comercial;Interlagos;0;0;0;58;7800;8736;4188
Flat Residencial;Interlagos;3;2;1;132;3000;1320;0
Armazém Industrial;São Miguel Paulista;0;0;0;1105;12000;;7416
Estabelecimento Comercial;Jardins;0;1;0;33;3000;1914;0
Flat Residencial;Jardins;3;2;1;235;12000;4416;1080
Flat Residencial;Morumbi;3;2;1;119;2640;16476;0
Sala Comercial;Butantã;0;2;0;60;1800;1020;1344
Flat Residencial;Penha;2;0;0;62;1200;;0
Sala Comercial;Sé;0;0;0;68;2760;2016;288
Flat Residencial;Sé;2;0;0;71;1920;396;552
Kitnet;Vila Matilde;1;0;0;25;540;;0
Flat Residencial;Vila Santa Catarina;2;1;0;54;1200;480;0
Estabelecimento Comercial;Vila Ré;0;0;0;25;720;;0
Sala Comercial;Interlagos;0;1;0;29;1560;4164;132
Flat Residencial;Jardim Paulista;4;2;1;332;7440;2220;77328
Apart-Hotel;Jardins;2;2;2;95;5160;2400;12
Sala Comercial;Sé;0;0;0;90;2400;15216;3852
Sala Comercial;Morumbi;0;1;0;32;1200;774;0
Flat Residencial;Vila Ema;1;0;0;45;1020;;0
Flat Residencial;Jardins;2;1;2;125;18000;4200;600
Sala Comercial;Vila Mariana;0;0;0;165;7200;3390;1014
Estabelecimento Comercial;Sé;0;0;0;170;6000;;222
Sala Comercial;Jardim Europa;0;5;0;305;72000;2880;83316
Sala Comercial;Liberdade;0;1;0;85;960;1800;1212
Flat Residencial;Higienópolis;3;0;0;145;4320;15576;336
Sala Comercial;Butantã;0;1;0;34;1044;780;672
Flat Residencial;Perdizes;1;1;1;60;3000;996;210
Flat Residencial;Bela Vista;2;1;1;75;1920;600;0
Kitnet;Pacaembu;1;0;0;45;2520;360;240
Apart-Hotel;Higienópolis;1;1;0;65;3600;1554;180
Estabelecimento Comercial;Interlagos;0;1;0;230;36000;;0
Flat Residencial;Paraíso;1;0;0;43;2040;480;0
Residência em Condomínio;Interlagos;4;3;4;385;7200;600;0
Flat Residencial;Vila Mariana;2;0;0;64;1320;8964;0
Flat Residencial;Morumbi;3;2;2;212;6600;3084;864
Flat Residencial;Interlagos;2;2;0;105;1800;1368;0
Flat Residencial;Higienópolis;3;1;0;142;2520;1086;2484
Estabelecimento Comercial;Butantã;0;1;0;61;900;552;672
Flat Residencial;Paraíso;4;1;2;215;6480;20952;4632
Sala Comercial;Morumbi;0;1;0;35;1560;414;0
Flat Residencial;Morumbi;3;2;1;95;3000;2124;3696
Flat Residencial;Higienópolis;1;0;0;56;2400;9444;144
Estabelecimento Comercial;Higienópolis;0;0;0;105;14400;72;9084
Estabelecimento Comercial;Sé;0;0;0;205;21600;;0
Flat Residencial;Jardim Europa;2;0;0;85;4320;1440;144
Sala Comercial;Sé;0;0;0;40;540;4728;1596
Residência;Perdizes;6;4;2;555;22200;;0
Flat Residencial;Morumbi;4;3;2;285;13800;4560;17400
Sala Comercial;Morumbi;0;1;0;47;2400;1080;0
Flat Residencial;Morumbi;2;2;2;85;3600;1800;468
Flat Residencial;Grajaú;3;1;0;70;1080;;0
Flat Residencial;Higienópolis;3;0;1;135;3000;12528;348
Flat Residencial;Morumbi;1;1;0;55;2760;1968;3504
Sala Comercial;Morumbi;0;0;0;237;9600;8160;0
Apart-Hotel;Morumbi;1;1;0;56;6600;1500;300
Sala Comercial;Perdizes;0;0;0;31;1440;660;864
Flat Residencial;Vila Mariana;2;1;0;71;1800;240;0
Flat Residencial;Morumbi;3;3;3;405;15600;11700;27600
Flat Residencial;Interlagos;3;2;1;133;5400;12096;348
Flat Residencial;Morumbi;4;2;2;345;10200;44592;5496
Flat Residencial;Jardim Europa;2;1;0;85;5400;1440;216
Flat Residencial;Butantã;2;1;1;74;1680;432;492
Sala Comercial;Sé;0;0;0;59;1200;15288;1644
Sala Comercial;Morumbi;0;1;0;35;3000;900;132
Flat Residencial;Jardim Paulista;1;0;0;37;1800;5136;348
Flat Residencial;Vila Madalena;4;1;2;255;13200;3480;0
Flat Residencial;Morumbi;2;1;2;68;2880;14628;0
Sala Comercial;Sé;0;30;0;4945;735060;154128;0
Flat Residencial;Tucuruvi;1;0;0;60;1020;;0
Flat Residencial;Morumbi;2;1;1;83;1080;1440;1872
Flat Residencial;Jardim Europa;3;1;1;163;12000;2880;0
Sala Comercial;Higienópolis;0;0;0;33;960;840;0
Flat Residencial;Perdizes;2;0;0;65;2160;5304;24
Sala Comercial;Sé;0;0;0;206;7560;58368;13692
Kitnet;Jaguaré;1;0;0;25;360;18;84
Residência;Interlagos;4;2;2;358;10800;;0
Flat Residencial;Higienópolis;3;1;1;125;5400;1740;180
Flat Residencial;Jardins;4;4;3;305;22680;4560;1680
Flat Residencial;Santana;2;1;0;78;1680;396;42
Flat Residencial;Jardim Europa;4;2;3;330;14400;40032;1500
Sala Comercial;Sé;0;0;0;385;12000;4800;2016
Flat Residencial;Morumbi;2;1;2;95;2640;1356;0
Sala Comercial;Higienópolis;0;0;0;75;1920;12804;3036
Residência em Condomínio;Butantã;4;2;1;155;3000;300;1680
Flat Residencial;Higienópolis;1;1;0;53;2640;1500;1752
Flat Residencial;Jardim Europa;2;1;1;77;3600;1980;2784
Flat Residencial;Morumbi;2;1;1;73;1680;984;0
Sala Comercial;Sé;0;0;0;1099;84000;318948;0
Kitnet;Paraíso;1;0;0;28;1800;432;324
Flat Residencial;Butantã;2;1;1;56;1380;492;408
Sala Comercial;Paraíso;0;0;0;205;5400;2400;660
Sala Comercial;Morumbi;0;2;0;75;3000;2520;696
Flat Residencial;Morumbi;2;1;0;56;2160;462;24
Flat Residencial;Jardins;4;3;1;237;10800;5280;11076
